Passenger id,Survived,Pclass,Title,Last Name,First Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,,,,
875,1,2,Mrs,Abelson, Samuel (Hannah Wizosky),female,28,1,0,P/PP 3381,24,,C,,,,
876,1,3,Miss,Najib," Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,,C,,,,
877,0,3,Mr,Gustafsson, Alfred Ossian,male,20,0,0,7534,9.8458,,S,,,,
878,0,3,Mr,Petroff, Nedelio,male,19,0,0,349212,7.8958,,S,,,,
879,0,3,Mr,Laleff, Kristo,male,30,0,0,349217,7.8958,,S,,,,
880,1,1,Mrs,Potter, Thomas Jr (Lily Alexenia Wilson),female,56,0,1,11767,83.1583,C50,C,,,,
881,1,2,Mrs,Shelley, William (Imanita Parrish Hall),female,25,0,1,230433,26,,S,,,,
882,0,3,Mr,Markun, Johann,male,33,0,0,349257,7.8958,,S,,,,
883,0,3,Miss,Dahlberg, Gerda Ulrika,female,22,0,0,7552,10.5167,,S,,,,
884,0,2,Mr,Banfield, Frederick James,male,28,0,0,C.A./SOTON 34068,10.5,,S,,,,
885,0,3,Mr,Sutehall, Henry Jr,male,25,0,0,SOTON/OQ 392076,7.05,,S,,,,
886,0,3,Mrs,Rice, William (Margaret Norton),female,39,0,5,382652,29.125,,Q,,,,
887,0,2,Mr,Montvila, Juozas,male,27,0,0,211536,13,,S,,,,
888,1,1,Miss,Graham, Margaret Edith,female,19,0,0,112053,30,B42,S,,,,
889,0,3,Miss,Johnston," Catherine Helen ""Carrie""",female,30,1,2,W./C. 6607,23.45,,S,,,,
890,1,1,Mr,Behr, Karl Howell,male,26,0,0,111369,30,C148,C,,,,
891,0,3,Mr,Dooley, Patrick,male,32,0,0,370376,7.75,,Q,,,,
